,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
347,0.4937580802598402,1.42941662020131,2.2051699592121947,0.7381639733691466,-1.719959316865635,0.045889333931572594,-0.8223506245298137,1.2110011705318287,0.46677386261488224,0.6525616340184822,-0.4178768569262469,0.5236664975559217,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
743,-0.2078621123459862,-1.046478218484562,1.7596210719791274,-0.8996798476499938,-0.6262999113094927,-0.38976889959601435,1.1512908743417392,1.2110011705318287,0.46677386261488224,1.156545556253041,-0.16120591250949134,0.7651305646245611,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
897,-0.18219308090918768,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,1.1512908743417392,1.2110011705318287,-1.3377642660508993,0.900489208666128,0.925505747319514,0.19807946518594965,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
645,0.4253073297617108,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.6095246537638748,-1.1158659554753259,1.1512908743417392,1.2110011705318287,-0.43549520171800854,-0.32898769839801706,-0.3268000701977207,0.432792923927939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
706,0.5450961431334372,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.7719863898108842,-0.8223506245298137,1.2110011705318287,1.369042926947773,1.1971894209493763,-0.14050664279846267,1.149915239243619,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
138,1.0755894594939401,-1.046478218484562,-0.46812336418620953,0.7346341375479847,-1.833956388454549,1.3528640345143335,1.1512908743417392,-0.016364880682862654,0.46677386261488224,1.3231854015080158,-0.07633890669427379,0.9354536054815799,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
231,0.8445681765627534,-0.22117993892260457,2.2051699592121947,0.40282957035876227,-1.0324144788449983,0.9172058009867465,-0.8223506245298137,1.2110011705318287,1.369042926947773,-0.8695510988592775,-0.2460729183247089,-0.6722297313883294,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
723,-0.8239188668291508,-1.046478218484562,-0.46812336418620953,1.645331779407765,0.9269101890894585,-0.9706465442994636,-0.8223506245298137,1.2110011705318287,1.369042926947773,-1.3288267699278673,-1.1816799092632049,-1.6931294214032653,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
566,-0.48166511433850384,-1.046478218484562,1.7596210719791274,-0.8996798476499938,-1.413592186970429,0.6267669786350218,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,0.7175918175326188,-0.384758025388601,0.03450703265558098,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
803,-0.6527919905838273,-1.046478218484562,-0.46812336418620953,1.3876537644629436,-0.647674362232414,0.7719863898108842,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,1.8190405508033072,-1.508728370697458,1.0195765707829123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
484,2.0510126540922844,-1.046478218484562,-0.46812336418620953,0.8264098688981951,-0.5301148821563466,-0.38976889959601435,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,1.558919816746761,-0.47376488514602433,-0.3814342957787851,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
119,0.3910819545126461,-1.046478218484562,3.0962677336783297,1.1476249286239317,0.9269101890894585,-0.6802077219477389,1.1512908743417392,-1.2437309318975538,-0.43549520171800854,1.2012538074190098,-0.1384367158273598,0.8108269902203467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
961,-0.6100102715224964,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.8115451526414776,0.6267669786350218,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,-1.208927369073678,-1.36590340969136,-1.6526257714433645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
47,1.3322797738619254,1.42941662020131,1.3140721847460601,-0.8996798476499938,0.9269101890894585,1.0624252121626088,1.1512908743417392,1.2110011705318287,-0.43549520171800854,-0.21315268401346127,-0.20881423284485728,0.6695834929242822,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275,0.37396926688811377,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-1.7698330356857848,-0.24454948842015203,1.1512908743417392,-1.2437309318975538,-0.43549520171800854,-0.6419454565597995,-0.6455688237475623,-0.42349577842945135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,-0.05384792372519504,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.6433028568660581,1.1512908743417392,1.2110011705318287,-0.43549520171800854,-1.489370035478392,1.4471273440374366,0.6560822762709819,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
793,-0.6442356467715612,-0.22117993892260457,-0.46812336418620953,0.1345620479504548,0.9269101890894585,1.6433028568660581,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-0.31679453898911647,-0.31438050837110354,0.45771824698018565,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
207,-0.6442356467715612,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.3363281562832972,1.1512908743417392,-1.2437309318975538,1.369042926947773,-0.026190906410318536,-0.0183809515033935,1.0517717797253976,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
105,0.8188991451259549,-1.046478218484562,-0.46812336418620953,0.3110538390085518,0.06124492671114399,-1.1158659554753259,-0.8223506245298137,-0.016364880682862654,1.369042926947773,-1.3918247602071872,-1.4093718760845204,-1.7647897251784745,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
137,-0.6784610220206259,-0.22117993892260457,-0.46812336418620953,1.532377033130583,0.9269101890894585,-0.38976889959601435,1.1512908743417392,-1.2437309318975538,1.369042926947773,-0.1582834666734085,-0.1529262046250799,0.7817474466593922,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
964,-0.3105382380931803,-0.22117993892260457,1.3140721847460601,-0.8996798476499938,-0.3698065002344365,-0.6802077219477389,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.4101144993205381,-1.3472740669514343,-1.7975042116845483,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
524,0.5707651745702358,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.7046728980268709,-0.9706465442994636,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,-1.3918247602071872,-1.4590501233909892,-1.8644910173874611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
695,0.7675610822523579,1.42941662020131,-0.46812336418620953,0.7487534808326325,-1.655835964096871,-0.38976889959601435,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.4284042384338889,-1.446630561564372,-1.830218698190622,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
854,-1.4485319651245816,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-1.3352192002530507,0.7719863898108842,1.1512908743417392,1.2110011705318287,0.46677386261488224,-0.31273015251948294,-0.3102406544288978,0.4660266879976012,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
876,0.40819464213717843,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.8293571950772455,-0.9706465442994636,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,-1.3328911563975008,-1.1899596171476163,-1.6593763797700147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
116,-0.7896934915800862,1.42941662020131,-0.46812336418620953,1.2888183614704092,-1.3209695663044365,0.6267669786350218,-0.8223506245298137,-1.2437309318975538,1.369042926947773,0.4046340593708364,0.42044356637041436,-0.24538357411860542,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
429,2.2905902808357372,1.42941662020131,-0.46812336418620953,2.001845197345121,0.9269101890894585,-1.4063047778270505,-0.8223506245298137,1.2110011705318287,1.369042926947773,-0.3574384036854518,0.7971702751111363,0.08539623388725123,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
303,0.579321518382502,-1.046478218484562,1.7596210719791274,-0.8996798476499938,-0.32705759838859383,-0.9706465442994636,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,-1.2333136878914792,-1.3783229715179772,-1.7429800675077587,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
379,-0.36187630096677736,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.0003528024606163,0.3363281562832972,1.1512908743417392,-0.016364880682862654,0.46677386261488224,0.575338291095445,-0.45720546937720136,-0.09271597042359467,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,-0.23353114378278472,1.42941662020131,-0.46812336418620953,1.3452957346090002,-1.520464441585036,1.0624252121626088,1.1512908743417392,1.2110011705318287,-1.3377642660508993,1.4573101550059226,1.4926657374016996,0.6960666486672943,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
630,-0.6100102715224964,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.24454948842015203,1.1512908743417392,1.2110011705318287,-0.43549520171800854,1.7702679131677048,1.8114344909515414,0.9759572554414807,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
271,0.6135468936315667,-0.22117993892260457,-0.46812336418620953,1.6135632570173077,0.9269101890894585,-0.8254271331236013,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,-1.375567214328653,-1.4507704155065777,-1.8229488123003834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
475,-0.4559960829017053,1.42941662020131,-0.46812336418620953,0.3181135106508757,-1.2319093541255977,0.6267669786350218,1.1512908743417392,-0.016364880682862654,-0.43549520171800854,-0.3533740172158183,-0.35163919385095516,0.3829422778234457,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
910,0.7333357070032931,1.42941662020131,-0.46812336418620953,0.7275744659056608,0.9269101890894585,-0.38976889959601435,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,-0.733394152126554,-0.7387155374471913,-0.58706821095982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
194,-1.0806091811971361,1.42941662020131,1.3140721847460601,0.1345620479504548,0.9269101890894585,-0.38976889959601435,1.1512908743417392,-1.2437309318975538,-0.43549520171800854,-0.46920903160037414,-1.508728370697458,-0.1145256280943105,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
61,0.3910819545126461,-0.22117993892260457,-0.46812336418620953,1.539436704772907,0.9269101890894585,1.6433028568660581,1.1512908743417392,-1.2437309318975538,1.369042926947773,0.010388571816383299,-0.7449253183604999,-0.2147461978668856,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
551,1.1782655852411343,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.3056831474656725,-0.5349883107718767,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,1.4369882226577548,-0.0183809515033935,1.4256516255090974,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
428,-0.2763128628441156,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.44105466997750764,1.4980834456901957,1.1512908743417392,-1.2437309318975538,-1.3377642660508993,0.28067027204701356,0.29417802113313946,0.7744775607691535,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,0.39963829832491227,-0.22117993892260457,-0.46812336418620953,0.3145836748297137,-0.2522470201583691,-0.38976889959601435,1.1512908743417392,1.2110011705318287,0.46677386261488224,0.9167467545446621,-0.2833316038045605,-0.09479308067794856,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
676,-1.4314192775000494,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.7011104895397174,-0.09933007724428972,1.1512908743417392,1.2110011705318287,-1.3377642660508993,0.6525616340184822,-0.4178768569262469,0.2500072215447969,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
348,-1.5768771223085742,-0.22117993892260457,-0.46812336418620953,1.1017370629488266,0.9269101890894585,1.3528640345143335,1.1512908743417392,-0.016364880682862654,-1.3377642660508993,1.0102276433462336,-0.23572328346919458,0.6155786263110812,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
44,0.5964342060070343,1.42941662020131,-0.46812336418620953,0.38518039125295256,-0.09550104672361255,0.3363281562832972,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,0.8029439333949231,0.8261492527065764,-0.18203171136081184,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
179,0.30551851638998434,-1.046478218484562,1.3140721847460601,-0.8996798476499938,-0.2023733013382193,-1.5515241890029128,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.3979213399116375,-1.3224349432981999,-1.7523270636523511,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
130,0.6905539879419622,-0.22117993892260457,-0.46812336418620953,1.1440950928027698,0.9269101890894585,-1.6967436001787752,1.1512908743417392,-0.016364880682862654,0.46677386261488224,1.3800868120828853,1.4140085124997908,0.9936126926034887,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
894,-1.320186807940589,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.8254271331236013,-0.8223506245298137,-0.016364880682862654,1.369042926947773,-1.286150711996715,-1.3017356735871712,-1.7315559611088123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
252,0.36541292307584755,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.6619239961810283,-0.9706465442994636,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-1.3511808955108517,-1.367973336662463,-1.6214691176280562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
664,0.9985823651835446,-1.046478218484562,2.6507188464452622,-0.8996798476499938,-0.889918139358856,0.19110874510743492,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-0.20705610430901095,1.1035194668343606,0.35438201182607976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
576,0.7076666755664947,1.42941662020131,-0.46812336418620953,0.9040662569637579,-1.7484585847628635,-1.4063047778270505,-0.8223506245298137,1.2110011705318287,0.46677386261488224,1.331314174447283,-0.07219905275206805,0.5833834173685959,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
17,-0.5073341457753023,-1.046478218484562,2.2051699592121947,0.9887823166716444,0.9269101890894585,-0.38976889959601435,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,1.3882155850221525,-0.04322007515662791,1.0019211336209044,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
759,-0.3789889885913097,-0.22117993892260457,-0.46812336418620953,2.0512628988413883,0.9269101890894585,-1.6967436001787752,-0.8223506245298137,-1.2437309318975538,1.369042926947773,0.14857771178392357,0.1596327680114531,-0.2651161215349674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
213,-1.6111024975576391,1.42941662020131,-0.46812336418620953,-0.052519250571128065,0.9269101890894585,-0.8254271331236013,1.1512908743417392,-0.016364880682862654,-1.3377642660508993,0.48592178876350717,0.503240645214529,-0.17268471521621936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
577,0.19428604683052406,-1.046478218484562,-0.46812336418620953,1.6206229286596316,0.9269101890894585,-0.38976889959601435,1.1512908743417392,1.2110011705318287,-0.43549520171800854,-0.47327341807000767,0.5611986004054094,0.1378432678096869,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
638,-1.414306589875517,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.1158659554753259,1.1512908743417392,-0.016364880682862654,-1.3377642660508993,-0.4570158721914735,-0.45720546937720136,0.1710770318793491,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
747,-1.3886375584387185,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.3528640345143335,1.1512908743417392,-0.016364880682862654,-0.43549520171800854,-0.07699573728073776,1.3684701191355275,0.9479162670077033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
33,-0.729799084894223,-0.22117993892260457,-0.46812336418620953,0.9146557644272436,-1.3530312426888187,-1.5515241890029128,1.1512908743417392,-0.016364880682862654,0.46677386261488224,1.3597648797347177,1.393309242788762,0.608828017984431,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,-0.9265949925763449,-0.22117993892260457,-0.46812336418620953,0.9605436301023489,0.9269101890894585,0.48154756745915955,1.1512908743417392,-1.2437309318975538,0.46677386261488224,0.018517344755650374,0.02715744186086958,1.1431646309169687,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
553,1.9568928721573562,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.38976889959601435,-0.8223506245298137,1.2110011705318287,0.46677386261488224,-1.3613418616849355,-1.2479175723384968,-1.6775510944956111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
520,0.6905539879419622,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.9112925902817773,-1.5515241890029128,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,1.3557004932650842,-0.059779490925450846,0.9686873695512421,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
445,1.8371040587856298,-1.046478218484562,-0.46812336418620953,0.6534479136612601,-1.6023998367895675,0.19110874510743492,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-0.2517643554749799,-0.24814284529581176,0.27441326703345503,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
278,-0.78113714776782,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.8254271331236013,1.1512908743417392,-1.2437309318975538,-0.43549520171800854,-0.3005369931105823,0.9130861854928968,0.49095201104984787,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
667,0.04027185820973289,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-0.8293571950772455,-0.6802077219477389,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-0.6358488768553492,0.23001028502895057,-0.1944943728869352,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
542,-0.9094823049518126,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.3528640345143335,1.1512908743417392,-0.016364880682862654,1.369042926947773,0.2867668517514638,0.30038780204644805,-0.35079691952706527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6,-0.5330031772121009,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-1.8161443460187812,-1.6967436001787752,1.1512908743417392,-1.2437309318975538,-1.3377642660508993,2.869684453203577,-0.028730586358907836,0.6597172192161013,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
561,0.6221032374438329,1.42941662020131,1.7596210719791274,0.46283677931851525,-0.5978006434122642,1.6433028568660581,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,1.9287789854834128,0.23208021200005344,1.1177200303011336,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
786,-0.977933055449942,1.42941662020131,-0.46812336418620953,0.8793574062156242,-1.2639710305099796,0.3363281562832972,2.1381116237775157,-1.2437309318975538,-1.3377642660508993,0.6932054987148176,-0.39717758721521823,0.2915494266318746,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
888,1.554744712980846,-1.046478218484562,-0.46812336418620953,0.36753121214714285,0.9269101890894585,-0.5349883107718767,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,0.9736481651195317,-0.25435262620912036,0.2635084381980971,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
373,-0.5073341457753023,1.42941662020131,2.2051699592121947,1.182923286835551,0.9269101890894585,-1.4063047778270505,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,-1.3511808955108517,-1.367973336662463,-1.6920908662760885,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
